MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20241231,01129,Washington County,AL,9.68,90.32,21.92,0.00,0.00,0.00,2024-12-31,2025-01-06,1
20241224,01129,Washington County,AL,3.05,96.95,22.89,0.00,0.00,0.00,2024-12-24,2024-12-30,1
20241217,01129,Washington County,AL,3.05,96.95,22.89,0.00,0.00,0.00,2024-12-17,2024-12-23,1
20241210,01129,Washington County,AL,0.00,100.00,96.87,0.46,0.00,0.00,2024-12-10,2024-12-16,1
20241203,01129,Washington County,AL,0.00,100.00,100.00,80.32,0.46,0.00,2024-12-03,2024-12-09,1
20241126,01129,Washington County,AL,0.00,100.00,100.00,75.03,23.21,0.00,2024-11-26,2024-12-02,1
20241119,01129,Washington County,AL,0.00,100.00,100.00,75.45,31.20,0.00,2024-11-19,2024-11-25,1
20241112,01129,Washington County,AL,0.00,100.00,100.00,80.43,31.66,0.00,2024-11-12,2024-11-18,1
20241105,01129,Washington County,AL,0.00,100.00,100.00,92.70,37.91,0.00,2024-11-05,2024-11-11,1
20241029,01129,Washington County,AL,0.00,100.00,100.00,91.08,0.00,0.00,2024-10-29,2024-11-04,1
20241022,01129,Washington County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2024-10-22,2024-10-28,1
20241015,01129,Washington County,AL,0.00,100.00,67.85,0.00,0.00,0.00,2024-10-15,2024-10-21,1
20241008,01129,Washington County,AL,0.00,100.00,67.85,0.00,0.00,0.00,2024-10-08,2024-10-14,1
20241001,01129,Washington County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2024-10-01,2024-10-07,1
20240924,01129,Washington County,AL,0.00,100.00,80.01,0.00,0.00,0.00,2024-09-24,2024-09-30,1
20240917,01129,Washington County,AL,0.00,100.00,80.03,0.00,0.00,0.00,2024-09-17,2024-09-23,1
20240910,01129,Washington County,AL,0.00,100.00,97.79,1.82,0.00,0.00,2024-09-10,2024-09-16,1
20240903,01129,Washington County,AL,0.00,100.00,97.79,1.82,0.00,0.00,2024-09-03,2024-09-09,1
20240827,01129,Washington County,AL,0.00,100.00,94.30,0.00,0.00,0.00,2024-08-27,2024-09-02,1
20240820,01129,Washington County,AL,0.04,99.96,0.00,0.00,0.00,0.00,2024-08-20,2024-08-26,1
20240813,01129,Washington County,AL,45.10,54.90,0.00,0.00,0.00,0.00,2024-08-13,2024-08-19,1
20240806,01129,Washington County,AL,56.36,43.64,0.00,0.00,0.00,0.00,2024-08-06,2024-08-12,1
20240730,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2024-07-30,2024-08-05,1
20240723,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2024-07-23,2024-07-29,1
20240716,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2024-07-16,2024-07-22,1
20240709,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2024-07-09,2024-07-15,1
20240702,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2024-07-02,2024-07-08,1
20240625,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2024-06-25,2024-07-01,1
20240618,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2024-06-18,2024-06-24,1
20240611,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2024-06-11,2024-06-17,1
20240604,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2024-06-04,2024-06-10,1
20240528,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-28,2024-06-03,1
20240521,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-21,2024-05-27,1
20240514,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-14,2024-05-20,1
20240507,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-07,2024-05-13,1
20240430,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-30,2024-05-06,1
20240423,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-23,2024-04-29,1
20240416,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-16,2024-04-22,1
20240409,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-09,2024-04-15,1
20240402,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-02,2024-04-08,1
20240326,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-26,2024-04-01,1
20240319,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-19,2024-03-25,1
20240312,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-12,2024-03-18,1
20240305,01129,Washington County,AL,54.44,45.56,0.00,0.00,0.00,0.00,2024-03-05,2024-03-11,1
20240227,01129,Washington County,AL,13.52,86.48,0.00,0.00,0.00,0.00,2024-02-27,2024-03-04,1
20240220,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-20,2024-02-26,1
20240213,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-13,2024-02-19,1
20240206,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-06,2024-02-12,1
20240130,01129,Washington County,AL,99.92,0.08,0.00,0.00,0.00,0.00,2024-01-30,2024-02-05,1
20240123,01129,Washington County,AL,53.93,46.07,0.42,0.00,0.00,0.00,2024-01-23,2024-01-29,1
20240116,01129,Washington County,AL,38.23,61.77,0.21,0.00,0.00,0.00,2024-01-16,2024-01-22,1
20240109,01129,Washington County,AL,0.00,100.00,0.21,0.00,0.00,0.00,2024-01-09,2024-01-15,1
20240102,01129,Washington County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2024-01-02,2024-01-08,1
