MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20241231,40025,Cimarron County,OK,100.00,0.00,0.00,0.00,0.00,0.00,2024-12-31,2025-01-06,1
20241224,40025,Cimarron County,OK,100.00,0.00,0.00,0.00,0.00,0.00,2024-12-24,2024-12-30,1
20241217,40025,Cimarron County,OK,100.00,0.00,0.00,0.00,0.00,0.00,2024-12-17,2024-12-23,1
20241210,40025,Cimarron County,OK,100.00,0.00,0.00,0.00,0.00,0.00,2024-12-10,2024-12-16,1
20241203,40025,Cimarron County,OK,100.00,0.00,0.00,0.00,0.00,0.00,2024-12-03,2024-12-09,1
20241126,40025,Cimarron County,OK,100.00,0.00,0.00,0.00,0.00,0.00,2024-11-26,2024-12-02,1
20241119,40025,Cimarron County,OK,100.00,0.00,0.00,0.00,0.00,0.00,2024-11-19,2024-11-25,1
20241112,40025,Cimarron County,OK,95.71,4.29,0.00,0.00,0.00,0.00,2024-11-12,2024-11-18,1
20241105,40025,Cimarron County,OK,88.62,11.38,3.81,0.00,0.00,0.00,2024-11-05,2024-11-11,1
20241029,40025,Cimarron County,OK,89.26,10.74,3.77,0.00,0.00,0.00,2024-10-29,2024-11-04,1
20241022,40025,Cimarron County,OK,89.76,10.24,0.00,0.00,0.00,0.00,2024-10-22,2024-10-28,1
20241015,40025,Cimarron County,OK,52.48,47.52,0.00,0.00,0.00,0.00,2024-10-15,2024-10-21,1
20241008,40025,Cimarron County,OK,56.11,43.89,0.00,0.00,0.00,0.00,2024-10-08,2024-10-14,1
20241001,40025,Cimarron County,OK,57.58,42.42,0.00,0.00,0.00,0.00,2024-10-01,2024-10-07,1
20240924,40025,Cimarron County,OK,57.68,42.32,0.00,0.00,0.00,0.00,2024-09-24,2024-09-30,1
20240917,40025,Cimarron County,OK,42.95,57.05,8.67,0.00,0.00,0.00,2024-09-17,2024-09-23,1
20240910,40025,Cimarron County,OK,42.95,57.05,8.67,0.00,0.00,0.00,2024-09-10,2024-09-16,1
20240903,40025,Cimarron County,OK,43.67,56.33,8.67,0.00,0.00,0.00,2024-09-03,2024-09-09,1
20240827,40025,Cimarron County,OK,43.67,56.33,8.67,0.00,0.00,0.00,2024-08-27,2024-09-02,1
20240820,40025,Cimarron County,OK,43.43,56.57,8.67,0.00,0.00,0.00,2024-08-20,2024-08-26,1
20240813,40025,Cimarron County,OK,44.10,55.90,8.67,0.00,0.00,0.00,2024-08-13,2024-08-19,1
20240806,40025,Cimarron County,OK,29.67,70.33,25.11,0.00,0.00,0.00,2024-08-06,2024-08-12,1
20240730,40025,Cimarron County,OK,30.30,69.70,25.11,0.00,0.00,0.00,2024-07-30,2024-08-05,1
20240723,40025,Cimarron County,OK,30.40,69.60,25.11,0.00,0.00,0.00,2024-07-23,2024-07-29,1
20240716,40025,Cimarron County,OK,30.40,69.60,25.11,0.00,0.00,0.00,2024-07-16,2024-07-22,1
20240709,40025,Cimarron County,OK,30.74,69.26,25.11,0.00,0.00,0.00,2024-07-09,2024-07-15,1
20240702,40025,Cimarron County,OK,29.97,70.03,25.11,0.00,0.00,0.00,2024-07-02,2024-07-08,1
20240625,40025,Cimarron County,OK,29.97,70.03,32.61,0.00,0.00,0.00,2024-06-25,2024-07-01,1
20240618,40025,Cimarron County,OK,0.00,100.00,61.38,0.00,0.00,0.00,2024-06-18,2024-06-24,1
20240611,40025,Cimarron County,OK,0.00,100.00,61.38,0.00,0.00,0.00,2024-06-11,2024-06-17,1
20240604,40025,Cimarron County,OK,0.00,100.00,61.38,0.00,0.00,0.00,2024-06-04,2024-06-10,1
20240528,40025,Cimarron County,OK,0.00,100.00,61.38,0.00,0.00,0.00,2024-05-28,2024-06-03,1
20240521,40025,Cimarron County,OK,0.00,100.00,30.46,0.00,0.00,0.00,2024-05-21,2024-05-27,1
20240514,40025,Cimarron County,OK,0.00,100.00,30.46,0.00,0.00,0.00,2024-05-14,2024-05-20,1
20240507,40025,Cimarron County,OK,8.03,91.97,38.50,0.00,0.00,0.00,2024-05-07,2024-05-13,1
20240430,40025,Cimarron County,OK,8.03,91.97,34.47,0.00,0.00,0.00,2024-04-30,2024-05-06,1
20240423,40025,Cimarron County,OK,8.03,91.97,34.33,0.00,0.00,0.00,2024-04-23,2024-04-29,1
20240416,40025,Cimarron County,OK,59.79,40.21,0.00,0.00,0.00,0.00,2024-04-16,2024-04-22,1
20240409,40025,Cimarron County,OK,59.99,40.01,0.00,0.00,0.00,0.00,2024-04-09,2024-04-15,1
20240402,40025,Cimarron County,OK,59.99,40.01,0.00,0.00,0.00,0.00,2024-04-02,2024-04-08,1
20240326,40025,Cimarron County,OK,59.41,40.59,0.00,0.00,0.00,0.00,2024-03-26,2024-04-01,1
20240319,40025,Cimarron County,OK,65.36,34.64,0.00,0.00,0.00,0.00,2024-03-19,2024-03-25,1
20240312,40025,Cimarron County,OK,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-12,2024-03-18,1
20240305,40025,Cimarron County,OK,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-05,2024-03-11,1
20240227,40025,Cimarron County,OK,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-27,2024-03-04,1
20240220,40025,Cimarron County,OK,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-20,2024-02-26,1
20240213,40025,Cimarron County,OK,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-13,2024-02-19,1
20240206,40025,Cimarron County,OK,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-06,2024-02-12,1
20240130,40025,Cimarron County,OK,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-30,2024-02-05,1
20240123,40025,Cimarron County,OK,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-23,2024-01-29,1
20240116,40025,Cimarron County,OK,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-16,2024-01-22,1
20240109,40025,Cimarron County,OK,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-09,2024-01-15,1
20240102,40025,Cimarron County,OK,79.34,20.66,0.00,0.00,0.00,0.00,2024-01-02,2024-01-08,1
20231226,40025,Cimarron County,OK,52.72,47.28,0.00,0.00,0.00,0.00,2023-12-26,2024-01-01,1
20231219,40025,Cimarron County,OK,52.72,47.28,0.00,0.00,0.00,0.00,2023-12-19,2023-12-25,1
20231212,40025,Cimarron County,OK,46.00,54.00,0.00,0.00,0.00,0.00,2023-12-12,2023-12-18,1
20231205,40025,Cimarron County,OK,46.00,54.00,0.00,0.00,0.00,0.00,2023-12-05,2023-12-11,1
20231128,40025,Cimarron County,OK,100.00,0.00,0.00,0.00,0.00,0.00,2023-11-28,2023-12-04,1
20231121,40025,Cimarron County,OK,100.00,0.00,0.00,0.00,0.00,0.00,2023-11-21,2023-11-27,1
20231114,40025,Cimarron County,OK,100.00,0.00,0.00,0.00,0.00,0.00,2023-11-14,2023-11-20,1
20231107,40025,Cimarron County,OK,100.00,0.00,0.00,0.00,0.00,0.00,2023-11-07,2023-11-13,1
20231031,40025,Cimarron County,OK,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-31,2023-11-06,1
